nodeid,rdtimestamp,rssi,snr
milesight-01,1757725200,-85.0,10.0
milesight-02,1757725200,-80.0,7.8
tinovi-01,1757725200,-93.0,10.0
tinovi-02,1757725200,-71.5,9.5
milesight-01,1757726100,-86.0,8.6
milesight-02,1757726100,-81.0,9.4
tinovi-01,1757726100,-90.0,9.3
tinovi-02,1757726100,-72.0,10.3
milesight-01,1757727000,-85.0,9.8
milesight-02,1757727000,-79.0,10.0
tinovi-01,1757727000,-87.0,7.3
tinovi-02,1757727000,-71.0,8.4
milesight-01,1757727900,-84.0,9.5
milesight-02,1757727900,-80.5,8.3
tinovi-01,1757727900,-94.0,9.3
tinovi-02,1757727900,-72.0,9.8
milesight-01,1757728800,-85.0,9.3
milesight-02,1757728800,-81.0,7.8
tinovi-01,1757728800,-90.0,7.8
tinovi-02,1757728800,-69.0,8.4
milesight-01,1757729700,-87.0,9.4
milesight-02,1757729700,-80.0,8.8
tinovi-01,1757729700,-89.5,9.5
tinovi-02,1757729700,-72.0,9.5
milesight-01,1757730600,-85.0,7.3
milesight-02,1757730600,-80.0,10.0
tinovi-01,1757730600,-91.0,10.3
tinovi-02,1757730600,-72.0,8.8
milesight-01,1757731500,-85.5,9.4
milesight-02,1757731500,-80.5,10.0
tinovi-01,1757731500,-85.5,7.9
tinovi-02,1757731500,-71.5,8.8
milesight-01,1757732400,-86.0,9.3
milesight-02,1757732400,-80.0,7.3
tinovi-01,1757732400,-92.0,9.3
tinovi-02,1757732400,-73.0,9.5
milesight-01,1757733300,-86.5,9.5
milesight-02,1757733300,-79.5,8.5
tinovi-01,1757733300,-87.0,8.4
tinovi-02,1757733300,-70.5,8.9
milesight-01,1757734200,-86.0,9.8
milesight-02,1757734200,-81.0,9.3
tinovi-01,1757734200,-89.0,9.3
tinovi-02,1757734200,-70.0,9.8
milesight-01,1757735100,-87.5,9.6
milesight-02,1757735100,-80.0,8.0
tinovi-01,1757735100,-86.5,9.1
tinovi-02,1757735100,-72.0,9.4
milesight-01,1757736000,-85.0,7.3
milesight-02,1757736000,-80.0,8.5
tinovi-01,1757736000,-86.0,9.5
tinovi-02,1757736000,-71.0,9.3
milesight-01,1757736900,-86.0,8.4
milesight-02,1757736900,-80.0,7.5
tinovi-01,1757736900,-87.5,9.0
tinovi-02,1757736900,-72.0,8.5
milesight-01,1757737800,-85.0,8.8
milesight-02,1757737800,-81.0,9.5
tinovi-01,1757737800,-89.0,9.0
tinovi-02,1757737800,-71.0,9.8
milesight-01,1757738700,-88.0,8.8
milesight-02,1757738700,-79.5,8.3
tinovi-01,1757738700,-87.5,8.4
tinovi-02,1757738700,-71.0,8.9
milesight-01,1757739600,-85.0,7.5
milesight-02,1757739600,-81.0,9.8
tinovi-01,1757739600,-89.0,10.0
tinovi-02,1757739600,-72.0,9.8
milesight-01,1757740500,-86.0,10.1
milesight-02,1757740500,-80.5,8.6
tinovi-01,1757740500,-89.0,10.8
tinovi-02,1757740500,-72.5,9.1
milesight-01,1757741400,-85.0,7.5
milesight-02,1757741400,-81.0,10.0
tinovi-01,1757741400,-84.5,9.5
tinovi-02,1757741400,-73.0,7.0
milesight-01,1757742300,-84.0,9.0
milesight-02,1757742300,-78.5,9.5
tinovi-01,1757742300,-89.0,9.5
tinovi-02,1757742300,-73.0,10.0
milesight-01,1757743200,-84.0,9.5
milesight-02,1757743200,-80.0,9.8
tinovi-01,1757743200,-87.0,9.4
tinovi-02,1757743200,-70.0,7.3
milesight-01,1757744100,-84.5,10.0
milesight-02,1757744100,-79.0,7.6
tinovi-01,1757744100,-86.0,9.0
tinovi-02,1757744100,-71.5,9.4
milesight-01,1757745000,-84.0,9.0
milesight-02,1757745000,-81.0,9.5
tinovi-01,1757745000,-85.0,9.0
tinovi-02,1757745000,-73.0,9.5
milesight-01,1757745900,-83.0,8.4
milesight-02,1757745900,-78.5,9.3
tinovi-01,1757745900,-87.0,10.0
tinovi-02,1757745900,-73.0,8.6
milesight-01,1757746800,-81.0,9.0
milesight-02,1757746800,-79.0,9.0
tinovi-01,1757746800,-87.0,8.6
tinovi-02,1757746800,-74.0,9.5
milesight-01,1757747700,-84.0,9.3
milesight-02,1757747700,-77.5,8.5
tinovi-01,1757747700,-87.0,9.8
tinovi-02,1757747700,-71.5,8.4
milesight-01,1757748600,-81.0,8.0
milesight-02,1757748600,-80.0,9.0
tinovi-01,1757748600,-90.5,8.0
milesight-01,1757749500,-83.0,8.0
milesight-02,1757749500,-79.0,10.0
tinovi-01,1757749500,-89.0,9.3
tinovi-02,1757749500,-72.5,9.5
milesight-01,1757750400,-84.0,8.8
milesight-02,1757750400,-81.0,10.0
tinovi-01,1757750400,-89.0,9.9
tinovi-02,1757750400,-73.0,9.0
milesight-01,1757751300,-86.5,10.0
milesight-02,1757751300,-79.0,8.8
tinovi-01,1757751300,-85.0,8.3
tinovi-02,1757751300,-73.0,8.9
milesight-01,1757752200,-83.0,7.8
milesight-02,1757752200,-80.0,9.0
tinovi-01,1757752200,-79.5,8.9
tinovi-02,1757752200,-71.0,9.8
milesight-01,1757753100,-82.0,9.3
milesight-02,1757753100,-81.0,8.4
tinovi-01,1757753100,-76.0,8.0
tinovi-02,1757753100,-71.0,8.6
milesight-01,1757754000,-86.0,9.3
milesight-02,1757754000,-80.0,9.3
tinovi-01,1757754000,-80.0,9.8
tinovi-02,1757754000,-72.0,9.8
milesight-01,1757754900,-87.0,9.3
milesight-02,1757754900,-81.0,10.0
tinovi-01,1757754900,-79.0,10.0
tinovi-02,1757754900,-74.0,9.5
milesight-01,1757755800,-95.0,8.0
milesight-02,1757755800,-83.0,10.3
tinovi-01,1757755800,-81.0,8.5
tinovi-02,1757755800,-69.0,7.3
milesight-01,1757756700,-91.0,8.3
milesight-02,1757756700,-83.0,9.5
tinovi-01,1757756700,-79.0,9.3
tinovi-02,1757756700,-70.5,9.5
milesight-01,1757757600,-91.0,8.8
milesight-02,1757757600,-87.0,9.5
tinovi-01,1757757600,-82.0,9.0
tinovi-02,1757757600,-70.0,8.3
milesight-01,1757758500,-87.5,8.9
milesight-02,1757758500,-81.0,9.8
tinovi-01,1757758500,-89.0,9.8
tinovi-02,1757758500,-73.5,10.3
milesight-01,1757759400,-101.0,7.3
milesight-02,1757759400,-81.0,8.0
tinovi-01,1757759400,-90.5,9.5
tinovi-02,1757759400,-71.0,9.5
milesight-01,1757760300,-96.5,7.8
milesight-02,1757760300,-81.5,8.1
tinovi-01,1757760300,-87.0,9.0
tinovi-02,1757760300,-71.5,8.6
milesight-01,1757761200,-104.0,6.3
milesight-02,1757761200,-81.0,8.8
tinovi-01,1757761200,-91.0,8.5
tinovi-02,1757761200,-72.0,9.8
milesight-01,1757762100,-92.0,8.4
milesight-02,1757762100,-81.5,9.3
tinovi-01,1757762100,-89.0,9.0
tinovi-02,1757762100,-72.5,8.6
milesight-01,1757763000,-101.0,7.0
milesight-02,1757763000,-79.0,7.3
tinovi-01,1757763000,-86.5,8.1
tinovi-02,1757763000,-69.0,9.0
milesight-01,1757763900,-92.0,8.1
milesight-02,1757763900,-80.5,8.3
tinovi-01,1757763900,-87.0,9.8
tinovi-02,1757763900,-72.5,9.6
milesight-01,1757764800,-96.0,9.5
milesight-02,1757764800,-83.0,9.8
tinovi-01,1757764800,-88.5,9.6
tinovi-02,1757764800,-72.0,10.3
milesight-01,1757765700,-94.0,8.4
milesight-02,1757765700,-81.5,9.3
tinovi-01,1757765700,-89.0,7.5
tinovi-02,1757765700,-72.5,8.6
milesight-01,1757766600,-89.0,9.3
milesight-02,1757766600,-81.0,7.8
tinovi-01,1757766600,-85.5,9.8
tinovi-02,1757766600,-72.0,9.3
milesight-01,1757767500,-90.5,7.5
milesight-02,1757767500,-82.0,9.0
tinovi-01,1757767500,-84.0,8.0
tinovi-02,1757767500,-71.0,8.4
milesight-01,1757768400,-92.0,10.0
milesight-02,1757768400,-81.0,9.3
tinovi-01,1757768400,-88.0,10.4
tinovi-02,1757768400,-72.0,9.3
milesight-01,1757769300,-88.0,8.4
milesight-02,1757769300,-81.0,9.5
tinovi-01,1757769300,-85.0,9.3
tinovi-02,1757769300,-72.0,9.6
milesight-01,1757770200,-91.0,9.0
milesight-02,1757770200,-81.0,7.0
tinovi-01,1757770200,-87.0,9.0
tinovi-02,1757770200,-71.0,7.5
milesight-01,1757771100,-88.5,9.5
milesight-02,1757771100,-80.0,9.3
tinovi-01,1757771100,-89.0,10.0
tinovi-02,1757771100,-71.5,8.6
milesight-01,1757772000,-91.0,9.3
milesight-02,1757772000,-81.0,9.8
tinovi-01,1757772000,-84.0,8.8
tinovi-02,1757772000,-68.0,7.5
milesight-01,1757772900,-100.0,4.8
milesight-02,1757772900,-79.5,10.1
tinovi-01,1757772900,-85.0,10.3
tinovi-02,1757772900,-72.0,9.6
milesight-01,1757773800,-97.0,8.8
milesight-02,1757773800,-81.0,10.3
tinovi-01,1757773800,-85.5,9.6
tinovi-02,1757773800,-72.0,9.5
milesight-01,1757774700,-96.0,7.6
milesight-02,1757774700,-80.5,9.4
tinovi-01,1757774700,-85.0,9.8
tinovi-02,1757774700,-71.5,8.8
milesight-01,1757775600,-88.0,9.5
milesight-02,1757775600,-78.0,8.0
tinovi-01,1757775600,-86.5,8.6
tinovi-02,1757775600,-70.0,9.8
milesight-01,1757776500,-94.5,8.8
milesight-02,1757776500,-80.5,8.3
tinovi-01,1757776500,-87.0,10.3
tinovi-02,1757776500,-71.0,10.3
milesight-01,1757777400,-92.0,9.0
milesight-02,1757777400,-80.0,7.5
tinovi-01,1757777400,-84.5,9.3
tinovi-02,1757777400,-71.0,8.8
milesight-01,1757778300,-89.0,8.4
milesight-02,1757778300,-79.5,9.5
tinovi-01,1757778300,-86.0,9.3
tinovi-02,1757778300,-70.0,9.8
milesight-01,1757779200,-92.0,10.0
milesight-02,1757779200,-80.0,7.3
tinovi-01,1757779200,-86.0,10.1
tinovi-02,1757779200,-72.0,9.9
milesight-01,1757780100,-88.0,9.6
milesight-02,1757780100,-80.0,8.8
tinovi-01,1757780100,-83.0,8.0
tinovi-02,1757780100,-69.0,8.3
milesight-01,1757781000,-88.0,9.0
milesight-02,1757781000,-80.0,7.5
tinovi-01,1757781000,-86.5,10.0
tinovi-02,1757781000,-68.0,9.6
milesight-01,1757781900,-91.0,8.6
milesight-02,1757781900,-80.5,9.9
tinovi-01,1757781900,-85.0,7.3
tinovi-02,1757781900,-71.0,7.8
milesight-01,1757782800,-90.0,7.5
milesight-02,1757782800,-80.0,10.0
tinovi-01,1757782800,-84.5,9.5
tinovi-02,1757782800,-71.5,10.1
milesight-01,1757783700,-89.5,8.1
milesight-02,1757783700,-80.5,9.6
tinovi-01,1757783700,-89.0,9.3
tinovi-02,1757783700,-72.0,9.5
milesight-01,1757784600,-88.0,8.8
milesight-02,1757784600,-79.0,8.0
tinovi-01,1757784600,-85.5,8.5
tinovi-02,1757784600,-72.0,8.4
milesight-01,1757785500,-89.5,9.0
milesight-02,1757785500,-81.5,8.5
tinovi-01,1757785500,-86.0,9.0
tinovi-02,1757785500,-72.0,9.5
milesight-01,1757786400,-88.0,7.5
milesight-02,1757786400,-80.0,10.5
tinovi-01,1757786400,-86.0,8.8
tinovi-02,1757786400,-71.0,9.0
milesight-01,1757787300,-93.5,9.1
milesight-02,1757787300,-80.0,9.0
tinovi-01,1757787300,-86.5,8.5
tinovi-02,1757787300,-69.0,9.0
milesight-01,1757788200,-95.0,8.0
milesight-02,1757788200,-80.0,10.0
tinovi-01,1757788200,-90.0,9.3
tinovi-02,1757788200,-71.5,9.9
milesight-01,1757789100,-98.5,7.5
milesight-02,1757789100,-78.0,8.1
tinovi-01,1757789100,-87.0,9.4
tinovi-02,1757789100,-72.0,10.0
milesight-01,1757790000,-98.0,6.3
milesight-02,1757790000,-81.0,10.0
tinovi-01,1757790000,-87.0,7.3
tinovi-02,1757790000,-72.5,8.1
milesight-01,1757790900,-90.5,9.6
milesight-02,1757790900,-79.0,9.1
tinovi-01,1757790900,-86.5,9.8
tinovi-02,1757790900,-69.0,10.3
milesight-01,1757791800,-92.0,8.8
milesight-02,1757791800,-81.0,8.0
tinovi-01,1757791800,-89.0,8.3
tinovi-02,1757791800,-70.0,8.4
milesight-01,1757792700,-90.0,8.5
milesight-02,1757792700,-80.5,9.8
tinovi-01,1757792700,-88.0,9.5
tinovi-02,1757792700,-72.0,9.8
milesight-01,1757793600,-92.0,9.0
milesight-02,1757793600,-83.0,9.3
tinovi-01,1757793600,-89.0,10.3
tinovi-02,1757793600,-72.5,10.1
milesight-01,1757794500,-93.0,9.3
milesight-02,1757794500,-81.5,8.9
tinovi-01,1757794500,-88.5,8.9
tinovi-02,1757794500,-70.0,8.0
milesight-01,1757795400,-92.0,8.8
milesight-02,1757795400,-80.0,8.0
tinovi-01,1757795400,-87.0,9.3
tinovi-02,1757795400,-71.0,9.4
milesight-01,1757796300,-89.5,7.9
milesight-02,1757796300,-80.0,8.9
tinovi-01,1757796300,-86.0,10.0
tinovi-02,1757796300,-71.0,7.5
milesight-01,1757797200,-92.0,9.3
milesight-02,1757797200,-78.0,9.3
tinovi-01,1757797200,-87.0,9.8
tinovi-02,1757797200,-70.0,9.8
milesight-01,1757798100,-90.0,8.0
milesight-02,1757798100,-82.0,10.1
tinovi-01,1757798100,-86.0,9.1
tinovi-02,1757798100,-71.0,9.0
milesight-01,1757799000,-87.0,7.5
milesight-02,1757799000,-81.0,8.3
tinovi-01,1757799000,-86.0,10.3
tinovi-02,1757799000,-70.5,9.0
milesight-01,1757799900,-94.0,7.6
milesight-02,1757799900,-81.0,9.1
tinovi-01,1757799900,-87.0,8.4
tinovi-02,1757799900,-72.0,10.3
milesight-01,1757800800,-91.0,7.8
milesight-02,1757800800,-81.0,9.0
tinovi-01,1757800800,-86.0,9.8
tinovi-02,1757800800,-70.0,8.6
milesight-01,1757801700,-92.0,9.6
milesight-02,1757801700,-79.5,9.3
tinovi-01,1757801700,-86.0,8.3
tinovi-02,1757801700,-69.0,9.5
milesight-01,1757802600,-88.0,8.3
milesight-02,1757802600,-81.0,7.3
tinovi-01,1757802600,-89.0,9.8
tinovi-02,1757802600,-71.5,9.5
milesight-01,1757803500,-94.0,9.0
milesight-02,1757803500,-79.0,8.9
tinovi-01,1757803500,-88.0,9.3
tinovi-02,1757803500,-72.0,9.8
milesight-01,1757804400,-104.0,4.5
tinovi-01,1757804400,-89.0,8.3
tinovi-02,1757804400,-71.5,8.8
milesight-01,1757805300,-90.5,9.8
milesight-02,1757805300,-80.0,9.1
tinovi-01,1757805300,-88.0,9.5
tinovi-02,1757805300,-69.0,9.0
milesight-01,1757806200,-89.0,9.8
milesight-02,1757806200,-81.0,7.8
tinovi-01,1757806200,-87.0,7.8
tinovi-02,1757806200,-69.0,8.9
milesight-01,1757807100,-92.0,8.8
milesight-02,1757807100,-80.0,9.1
tinovi-01,1757807100,-88.5,9.3
tinovi-02,1757807100,-72.0,9.8
milesight-01,1757808000,-92.0,7.0
milesight-02,1757808000,-80.0,9.3
tinovi-01,1757808000,-91.0,9.3
tinovi-02,1757808000,-72.5,9.4
milesight-01,1757808900,-90.5,8.1
milesight-02,1757808900,-80.0,10.1
tinovi-01,1757808900,-85.5,8.8
tinovi-02,1757808900,-70.0,7.5
milesight-01,1757809800,-89.0,9.8
milesight-02,1757809800,-78.0,9.5
tinovi-01,1757809800,-89.0,10.3
tinovi-02,1757809800,-71.5,9.9
milesight-01,1757810700,-92.5,8.5
milesight-02,1757810700,-81.0,8.6
tinovi-01,1757810700,-86.5,8.5
tinovi-02,1757810700,-69.0,7.8
milesight-01,1757811600,-96.0,8.5
milesight-02,1757811600,-79.0,8.8
tinovi-01,1757811600,-87.0,8.8
tinovi-02,1757811600,-71.5,9.3
milesight-01,1757812500,-88.5,8.5
milesight-02,1757812500,-80.0,9.0
tinovi-01,1757812500,-86.5,9.8
tinovi-02,1757812500,-73.0,9.3
milesight-01,1757813400,-89.0,9.8
milesight-02,1757813400,-80.0,8.8
tinovi-01,1757813400,-84.0,9.5
tinovi-02,1757813400,-72.5,8.9
milesight-01,1757814300,-88.0,8.8
milesight-02,1757814300,-81.5,9.6
tinovi-01,1757814300,-85.5,8.6
tinovi-02,1757814300,-73.0,10.3
milesight-01,1757815200,-85.0,8.5
milesight-02,1757815200,-80.0,9.3
tinovi-01,1757815200,-81.0,8.8
tinovi-02,1757815200,-68.5,8.3
milesight-01,1757816100,-86.5,8.6
milesight-02,1757816100,-80.0,9.5
tinovi-01,1757816100,-87.0,9.3
tinovi-02,1757816100,-71.0,9.8
milesight-01,1757817000,-90.0,9.5
milesight-02,1757817000,-81.0,10.0
tinovi-01,1757817000,-86.0,8.3
tinovi-02,1757817000,-71.5,9.3
milesight-01,1757817900,-92.0,8.1
milesight-02,1757817900,-80.5,8.5
tinovi-01,1757817900,-88.0,9.4
tinovi-02,1757817900,-72.0,9.5
milesight-01,1757818800,-102.0,7.8
milesight-02,1757818800,-81.0,10.3
tinovi-01,1757818800,-87.0,7.8
tinovi-02,1757818800,-72.5,8.3
milesight-01,1757819700,-90.5,8.4
milesight-02,1757819700,-80.0,10.3
tinovi-01,1757819700,-88.0,9.3
tinovi-02,1757819700,-72.0,9.3
milesight-01,1757820600,-93.0,10.0
milesight-02,1757820600,-80.0,8.8
tinovi-01,1757820600,-87.0,6.8
tinovi-02,1757820600,-69.0,8.5
milesight-01,1757821500,-97.5,8.5
milesight-02,1757821500,-79.0,8.3
tinovi-01,1757821500,-86.5,9.8
tinovi-02,1757821500,-71.0,9.0
milesight-01,1757822400,-92.0,8.3
milesight-02,1757822400,-80.0,9.0
tinovi-01,1757822400,-87.0,8.8
tinovi-02,1757822400,-74.0,10.0
milesight-01,1757823300,-91.0,7.4
milesight-02,1757823300,-80.5,8.5
tinovi-01,1757823300,-88.0,7.9
tinovi-02,1757823300,-70.5,8.1
milesight-01,1757824200,-92.0,10.0
milesight-02,1757824200,-81.0,9.5
tinovi-01,1757824200,-89.0,10.0
tinovi-02,1757824200,-72.0,9.0
milesight-01,1757825100,-92.5,9.5
milesight-02,1757825100,-80.0,7.4
tinovi-01,1757825100,-85.5,8.4
tinovi-02,1757825100,-70.5,8.5
milesight-01,1757826000,-92.0,9.0
milesight-02,1757826000,-80.0,8.0
tinovi-01,1757826000,-87.0,9.8
tinovi-02,1757826000,-69.0,9.5
milesight-01,1757826900,-86.5,7.1
milesight-02,1757826900,-79.0,9.0
tinovi-01,1757826900,-88.0,9.9
tinovi-02,1757826900,-72.0,9.6
milesight-01,1757827800,-89.0,8.8
milesight-02,1757827800,-80.0,9.0
tinovi-01,1757827800,-84.0,10.0
tinovi-02,1757827800,-69.0,9.0
milesight-01,1757828700,-92.5,8.3
milesight-02,1757828700,-80.0,8.5
tinovi-01,1757828700,-89.0,8.8
tinovi-02,1757828700,-73.0,8.5
milesight-01,1757829600,-93.0,8.8
milesight-02,1757829600,-80.0,10.0
tinovi-01,1757829600,-87.0,10.0
tinovi-02,1757829600,-71.0,9.5
milesight-01,1757830500,-90.0,8.4
milesight-02,1757830500,-80.5,9.9
tinovi-01,1757830500,-86.0,8.6
tinovi-02,1757830500,-70.5,8.1
milesight-01,1757831400,-91.0,10.0
milesight-02,1757831400,-79.0,10.0
tinovi-01,1757831400,-84.0,8.8
tinovi-02,1757831400,-72.0,9.8
milesight-01,1757832300,-89.0,8.9
milesight-02,1757832300,-79.0,9.5
tinovi-01,1757832300,-85.0,9.0
tinovi-02,1757832300,-72.0,9.4
milesight-01,1757833200,-101.0,7.3
milesight-02,1757833200,-80.0,9.5
tinovi-01,1757833200,-86.0,8.0
tinovi-02,1757833200,-70.0,8.0
milesight-01,1757834100,-96.5,7.0
milesight-02,1757834100,-79.5,9.4
tinovi-01,1757834100,-87.0,9.8
tinovi-02,1757834100,-72.0,10.1
milesight-01,1757835000,-90.0,7.3
milesight-02,1757835000,-76.0,8.3
tinovi-01,1757835000,-83.5,8.8
tinovi-02,1757835000,-71.0,7.3
milesight-01,1757835900,-91.0,9.0
milesight-02,1757835900,-80.0,10.0
tinovi-01,1757835900,-84.0,9.0
tinovi-02,1757835900,-71.5,9.0
milesight-01,1757836800,-93.0,9.8
milesight-02,1757836800,-78.0,9.8
tinovi-01,1757836800,-83.5,9.9
tinovi-02,1757836800,-74.0,9.3
milesight-01,1757837700,-96.0,7.6
milesight-02,1757837700,-78.5,8.8
tinovi-01,1757837700,-81.0,10.0
tinovi-02,1757837700,-72.0,8.6
milesight-01,1757838600,-93.0,8.8
milesight-02,1757838600,-75.0,7.3
tinovi-01,1757838600,-83.5,9.1
tinovi-02,1757838600,-74.0,9.5
milesight-01,1757839500,-92.5,9.9
milesight-02,1757839500,-77.0,8.5
tinovi-01,1757839500,-83.0,10.3
tinovi-02,1757839500,-71.5,9.1
milesight-01,1757840400,-95.0,8.8
milesight-02,1757840400,-77.0,9.5
tinovi-01,1757840400,-81.0,8.1
tinovi-02,1757840400,-71.0,9.8
milesight-01,1757841300,-101.0,7.0
milesight-02,1757841300,-79.0,10.0
tinovi-01,1757841300,-83.0,9.5
tinovi-02,1757841300,-73.0,9.4
milesight-01,1757842200,-89.0,8.3
milesight-02,1757842200,-77.0,10.3
tinovi-01,1757842200,-85.0,9.3
tinovi-02,1757842200,-72.0,10.0
milesight-01,1757843100,-88.0,7.9
milesight-02,1757843100,-80.0,9.8
tinovi-01,1757843100,-81.0,7.5
tinovi-02,1757843100,-70.5,8.4
milesight-01,1757844000,-102.0,7.0
milesight-02,1757844000,-79.0,8.0
tinovi-01,1757844000,-83.5,10.1
tinovi-02,1757844000,-71.0,9.8
milesight-01,1757844900,-97.5,7.4
milesight-02,1757844900,-77.5,8.5
tinovi-01,1757844900,-81.0,7.8
tinovi-02,1757844900,-70.0,8.6
milesight-01,1757845800,-98.0,7.3
milesight-02,1757845800,-77.0,9.3
tinovi-01,1757845800,-82.5,9.5
tinovi-02,1757845800,-70.0,10.0
milesight-01,1757846700,-91.5,7.9
milesight-02,1757846700,-79.5,9.8
tinovi-01,1757846700,-87.0,9.5
tinovi-02,1757846700,-72.0,9.5
milesight-01,1757847600,-93.0,9.3
milesight-02,1757847600,-79.0,8.3
tinovi-01,1757847600,-83.0,8.6
tinovi-02,1757847600,-69.0,8.3
milesight-01,1757848500,-97.0,6.5
milesight-02,1757848500,-80.0,10.3
tinovi-01,1757848500,-85.0,9.5
tinovi-02,1757848500,-70.0,9.0
milesight-01,1757849400,-90.0,8.0
milesight-02,1757849400,-76.0,8.8
tinovi-01,1757849400,-82.5,9.0
tinovi-02,1757849400,-71.0,7.8
milesight-01,1757850300,-89.5,7.9
milesight-02,1757850300,-78.5,9.4
tinovi-01,1757850300,-80.0,9.0
tinovi-02,1757850300,-70.5,9.5
milesight-01,1757851200,-96.0,8.8
milesight-02,1757851200,-75.0,8.8
tinovi-01,1757851200,-85.0,8.9
tinovi-02,1757851200,-73.0,10.8
milesight-01,1757852100,-90.0,9.0
milesight-02,1757852100,-77.5,9.4
tinovi-01,1757852100,-80.0,9.0
tinovi-02,1757852100,-71.0,8.9
milesight-01,1757853000,-98.0,8.8
milesight-02,1757853000,-75.0,9.8
tinovi-01,1757853000,-84.5,8.8
tinovi-02,1757853000,-72.0,9.3
milesight-01,1757853900,-95.0,8.6
milesight-02,1757853900,-79.5,9.5
tinovi-01,1757853900,-86.0,10.3
tinovi-02,1757853900,-70.0,9.1
milesight-01,1757854800,-87.0,9.5
milesight-02,1757854800,-78.0,7.8
tinovi-01,1757854800,-80.5,8.6
tinovi-02,1757854800,-71.0,10.8
milesight-01,1757855700,-89.5,8.3
milesight-02,1757855700,-76.5,10.0
tinovi-01,1757855700,-84.0,10.0
tinovi-02,1757855700,-71.5,9.6
milesight-01,1757856600,-92.0,7.3
milesight-02,1757856600,-77.0,9.3
tinovi-01,1757856600,-85.0,9.1
tinovi-02,1757856600,-73.0,9.5
milesight-01,1757857500,-98.0,8.3
milesight-02,1757857500,-76.5,9.8
tinovi-01,1757857500,-87.0,7.0
tinovi-02,1757857500,-71.0,7.8
milesight-01,1757858400,-99.0,7.5
milesight-02,1757858400,-79.0,7.8
tinovi-01,1757858400,-85.5,9.6
tinovi-02,1757858400,-72.0,10.0
milesight-01,1757859300,-93.5,8.3
milesight-02,1757859300,-80.0,8.5
tinovi-01,1757859300,-80.0,7.3
tinovi-02,1757859300,-70.5,9.1
milesight-01,1757860200,-89.0,7.8
milesight-02,1757860200,-77.0,9.5
tinovi-01,1757860200,-85.0,9.9
tinovi-02,1757860200,-71.0,9.5
milesight-01,1757861100,-94.0,9.4
milesight-02,1757861100,-80.0,10.0
tinovi-01,1757861100,-95.0,9.5
tinovi-02,1757861100,-71.0,9.4
milesight-01,1757862000,-92.0,8.3
milesight-02,1757862000,-78.0,9.3
tinovi-01,1757862000,-87.0,8.4
tinovi-02,1757862000,-70.0,8.0
milesight-01,1757862900,-95.0,7.4
milesight-02,1757862900,-80.5,9.0
tinovi-01,1757862900,-83.0,9.5
tinovi-02,1757862900,-72.5,10.0
milesight-01,1757863800,-96.0,8.0
milesight-02,1757863800,-81.0,9.3
tinovi-01,1757863800,-83.0,8.6
tinovi-02,1757863800,-72.0,8.8
milesight-01,1757864700,-95.0,8.6
milesight-02,1757864700,-79.5,9.4
tinovi-01,1757864700,-84.0,10.0
tinovi-02,1757864700,-71.0,9.4
milesight-01,1757865600,-99.0,7.0
milesight-02,1757865600,-80.0,10.3
tinovi-01,1757865600,-86.5,9.3
tinovi-02,1757865600,-72.0,10.0
milesight-01,1757866500,-90.0,8.8
milesight-02,1757866500,-79.0,9.5
tinovi-01,1757866500,-86.0,8.8
tinovi-02,1757866500,-72.5,8.6
milesight-01,1757867400,-89.0,7.5
milesight-02,1757867400,-80.0,8.8
tinovi-01,1757867400,-85.5,8.3
tinovi-02,1757867400,-73.0,9.5
milesight-01,1757868300,-90.0,8.4
milesight-02,1757868300,-80.0,9.0
tinovi-01,1757868300,-85.0,9.0
tinovi-02,1757868300,-71.0,9.8
milesight-01,1757869200,-87.0,7.3
milesight-02,1757869200,-81.0,10.0
tinovi-01,1757869200,-85.5,8.4
tinovi-02,1757869200,-70.5,9.1
milesight-01,1757870100,-89.5,8.0
milesight-02,1757870100,-81.0,7.1
tinovi-01,1757870100,-85.0,8.8
tinovi-02,1757870100,-71.0,9.5
milesight-01,1757871000,-89.0,7.5
milesight-02,1757871000,-78.0,7.8
tinovi-01,1757871000,-90.0,10.1
tinovi-02,1757871000,-71.0,9.4
milesight-01,1757871900,-89.0,8.5
milesight-02,1757871900,-80.5,7.9
tinovi-01,1757871900,-89.0,8.0
tinovi-02,1757871900,-71.0,8.8
milesight-01,1757872800,-87.0,7.5
milesight-02,1757872800,-79.0,9.3
tinovi-01,1757872800,-86.0,9.6
tinovi-02,1757872800,-70.5,9.8
milesight-01,1757873700,-86.5,8.3
milesight-02,1757873700,-81.0,7.5
tinovi-01,1757873700,-85.0,7.8
tinovi-02,1757873700,-71.0,7.5
milesight-01,1757874600,-89.0,9.5
milesight-02,1757874600,-80.0,9.3
tinovi-01,1757874600,-87.5,9.1
tinovi-02,1757874600,-71.5,10.4
milesight-01,1757875500,-87.0,8.5
milesight-02,1757875500,-80.0,9.4
tinovi-01,1757875500,-91.0,10.0
tinovi-02,1757875500,-72.0,9.5
milesight-01,1757876400,-89.0,7.5
milesight-02,1757876400,-81.0,10.0
tinovi-01,1757876400,-87.0,8.1
tinovi-02,1757876400,-70.5,9.0
milesight-01,1757877300,-89.0,9.0
milesight-02,1757877300,-80.0,10.0
tinovi-01,1757877300,-87.0,9.8
tinovi-02,1757877300,-70.0,9.8
milesight-01,1757878200,-89.0,9.8
milesight-02,1757878200,-78.0,7.3
tinovi-01,1757878200,-87.0,10.0
