nodeid,rdtimestamp,rssi,snr
tinovi-06,1742216400,-79.5,9.1
milesight-01,1742217300,-76.0,9.5
milesight-02,1742217300,-87.0,9.9
tinovi-01,1742217300,-80.5,9.0
tinovi-02,1742217300,-73.0,8.9
tinovi-03,1742217300,-90.0,6.8
tinovi-04,1742217300,-74.0,7.6
tinovi-05,1742217300,-83.0,10.8
tinovi-06,1742217300,-78.0,8.5
milesight-01,1742218200,-79.0,8.5
milesight-02,1742218200,-79.0,9.0
tinovi-01,1742218200,-80.0,10.5
tinovi-02,1742218200,-68.0,9.5
tinovi-03,1742218200,-85.5,9.1
tinovi-04,1742218200,-74.0,8.8
tinovi-05,1742218200,-80.5,8.9
tinovi-06,1742218200,-79.0,8.1
milesight-01,1742219100,-79.5,10.4
milesight-02,1742219100,-81.0,9.3
tinovi-01,1742219100,-80.5,9.1
tinovi-02,1742219100,-71.0,8.0
tinovi-03,1742219100,-86.0,7.0
tinovi-04,1742219100,-74.5,9.5
tinovi-05,1742219100,-80.0,7.0
tinovi-06,1742219100,-77.0,9.0
milesight-01,1742220000,-79.0,10.0
milesight-02,1742220000,-83.0,7.8
tinovi-01,1742220000,-81.0,10.0
tinovi-02,1742220000,-72.0,9.9
tinovi-03,1742220000,-86.0,9.1
tinovi-04,1742220000,-74.0,7.3
tinovi-05,1742220000,-84.0,10.0
tinovi-06,1742220000,-78.5,8.5
milesight-01,1742220900,-75.0,8.4
milesight-02,1742220900,-80.5,9.3
tinovi-01,1742220900,-78.5,8.8
tinovi-02,1742220900,-74.0,10.5
tinovi-03,1742220900,-89.0,9.8
tinovi-04,1742220900,-76.0,9.9
tinovi-05,1742220900,-81.0,8.8
tinovi-06,1742220900,-78.0,8.5
milesight-01,1742221800,-81.0,8.3
milesight-02,1742221800,-91.0,7.0
tinovi-01,1742221800,-80.0,9.5
tinovi-02,1742221800,-73.5,8.5
tinovi-03,1742221800,-86.5,8.4
tinovi-04,1742221800,-75.0,7.0
tinovi-05,1742221800,-80.5,8.9
tinovi-06,1742221800,-78.5,9.1
milesight-01,1742222700,-81.5,9.5
milesight-02,1742222700,-83.0,8.6
tinovi-01,1742222700,-82.0,9.9
tinovi-02,1742222700,-71.0,10.0
tinovi-03,1742222700,-89.0,9.0
tinovi-04,1742222700,-74.5,9.5
tinovi-05,1742222700,-83.0,10.5
tinovi-06,1742222700,-80.0,7.3
milesight-01,1742223600,-83.0,10.3
milesight-02,1742223600,-77.0,8.0
tinovi-01,1742223600,-81.0,7.0
tinovi-02,1742223600,-70.0,8.5
tinovi-03,1742223600,-85.5,8.9
tinovi-04,1742223600,-75.0,9.3
tinovi-05,1742223600,-80.0,9.5
tinovi-06,1742223600,-79.0,9.4
milesight-01,1742224500,-77.5,9.4
milesight-02,1742224500,-83.0,9.3
tinovi-01,1742224500,-83.0,9.6
tinovi-02,1742224500,-71.0,10.0
tinovi-03,1742224500,-84.0,8.5
tinovi-04,1742224500,-73.5,8.5
tinovi-05,1742224500,-85.0,9.3
tinovi-06,1742224500,-77.0,7.5
milesight-01,1742225400,-78.0,9.5
milesight-02,1742225400,-86.0,7.8
tinovi-01,1742225400,-80.0,7.3
tinovi-02,1742225400,-72.5,9.4
tinovi-03,1742225400,-87.0,10.1
tinovi-04,1742225400,-77.0,8.8
tinovi-05,1742225400,-81.5,9.1
tinovi-06,1742225400,-78.5,8.9
milesight-01,1742226300,-83.0,8.5
milesight-02,1742226300,-81.5,8.3
tinovi-01,1742226300,-81.5,9.9
tinovi-02,1742226300,-72.0,9.8
tinovi-03,1742226300,-87.0,9.3
tinovi-04,1742226300,-73.5,8.0
tinovi-05,1742226300,-80.0,9.8
tinovi-06,1742226300,-81.0,10.3
milesight-01,1742227200,-83.0,9.5
milesight-02,1742227200,-79.0,10.0
tinovi-01,1742227200,-83.0,9.8
tinovi-02,1742227200,-70.5,8.6
tinovi-03,1742227200,-88.0,8.6
tinovi-04,1742227200,-73.0,8.3
tinovi-05,1742227200,-80.5,10.1
tinovi-06,1742227200,-80.0,8.6
milesight-01,1742228100,-77.0,8.8
milesight-02,1742228100,-79.5,9.4
tinovi-01,1742228100,-81.0,9.1
tinovi-02,1742228100,-69.0,9.0
tinovi-03,1742228100,-86.0,9.3
tinovi-04,1742228100,-74.0,8.9
tinovi-05,1742228100,-79.0,10.0
tinovi-06,1742228100,-79.0,8.5
milesight-01,1742229000,-80.0,10.0
milesight-02,1742229000,-81.0,10.8
tinovi-01,1742229000,-84.0,10.0
tinovi-02,1742229000,-70.0,8.4
tinovi-03,1742229000,-84.5,7.6
tinovi-04,1742229000,-74.0,8.8
tinovi-05,1742229000,-79.5,8.4
tinovi-06,1742229000,-77.0,8.5
milesight-01,1742229900,-83.5,9.8
milesight-02,1742229900,-80.0,9.0
tinovi-01,1742229900,-81.0,8.5
tinovi-02,1742229900,-70.0,9.3
tinovi-03,1742229900,-86.0,9.0
tinovi-04,1742229900,-74.0,7.5
tinovi-05,1742229900,-80.0,9.5
tinovi-06,1742229900,-79.0,8.8
milesight-01,1742230800,-87.0,9.8
milesight-02,1742230800,-86.0,9.8
tinovi-01,1742230800,-83.0,10.5
tinovi-02,1742230800,-72.5,9.3
tinovi-03,1742230800,-86.0,9.5
tinovi-04,1742230800,-75.0,9.3
tinovi-05,1742230800,-81.0,8.5
tinovi-06,1742230800,-79.5,8.8
milesight-01,1742231700,-78.0,8.5
milesight-02,1742231700,-87.5,9.9
tinovi-01,1742231700,-83.0,9.8
tinovi-02,1742231700,-70.0,7.0
tinovi-03,1742231700,-87.0,7.3
tinovi-04,1742231700,-73.5,7.6
tinovi-05,1742231700,-80.0,8.8
tinovi-06,1742231700,-79.0,8.3
milesight-01,1742232600,-80.0,10.0
milesight-02,1742232600,-80.0,9.0
tinovi-01,1742232600,-79.5,9.3
tinovi-02,1742232600,-72.0,9.8
tinovi-03,1742232600,-86.0,9.0
tinovi-04,1742232600,-75.0,9.0
tinovi-05,1742232600,-78.5,9.1
tinovi-06,1742232600,-80.0,8.4
milesight-01,1742233500,-79.0,7.4
milesight-02,1742233500,-82.0,8.3
tinovi-01,1742233500,-79.0,8.3
tinovi-02,1742233500,-69.0,7.5
tinovi-03,1742233500,-84.0,7.5
tinovi-04,1742233500,-74.0,9.3
tinovi-05,1742233500,-78.0,7.3
tinovi-06,1742233500,-78.0,8.5
milesight-01,1742234400,-84.0,10.0
milesight-02,1742234400,-87.0,10.5
tinovi-01,1742234400,-82.5,10.1
tinovi-02,1742234400,-72.0,8.4
tinovi-03,1742234400,-86.5,9.6
tinovi-04,1742234400,-75.0,7.3
tinovi-05,1742234400,-81.0,10.3
tinovi-06,1742234400,-77.0,7.8
milesight-01,1742235300,-78.5,8.4
milesight-02,1742235300,-84.5,8.3
tinovi-01,1742235300,-79.0,7.8
tinovi-02,1742235300,-73.0,10.3
tinovi-03,1742235300,-86.0,8.8
tinovi-04,1742235300,-75.0,9.6
tinovi-05,1742235300,-81.0,7.5
tinovi-06,1742235300,-80.0,9.3
milesight-01,1742236200,-80.0,9.3
milesight-02,1742236200,-84.0,9.3
tinovi-01,1742236200,-81.5,9.9
tinovi-02,1742236200,-72.5,7.9
tinovi-03,1742236200,-86.5,8.4
tinovi-04,1742236200,-75.0,7.5
tinovi-05,1742236200,-81.0,10.5
tinovi-06,1742236200,-80.0,8.5
milesight-01,1742237100,-84.0,8.9
milesight-02,1742237100,-82.0,7.9
tinovi-01,1742237100,-83.0,10.0
tinovi-02,1742237100,-69.0,9.0
tinovi-03,1742237100,-86.0,9.3
tinovi-04,1742237100,-76.0,9.1
tinovi-05,1742237100,-80.5,9.1
tinovi-06,1742237100,-80.5,8.4
milesight-01,1742238000,-87.0,8.5
milesight-02,1742238000,-81.0,9.3
tinovi-01,1742238000,-80.0,8.5
tinovi-02,1742238000,-70.0,7.8
tinovi-03,1742238000,-85.0,8.6
tinovi-04,1742238000,-75.0,8.3
tinovi-05,1742238000,-80.0,9.8
tinovi-06,1742238000,-80.0,9.3
milesight-01,1742238900,-77.5,9.6
milesight-02,1742238900,-84.0,9.8
tinovi-01,1742238900,-83.0,10.3
tinovi-02,1742238900,-71.0,9.3
tinovi-03,1742238900,-86.0,9.5
tinovi-04,1742238900,-74.0,7.9
tinovi-05,1742238900,-80.0,8.8
tinovi-06,1742238900,-78.5,8.4
milesight-01,1742239800,-81.0,9.5
milesight-02,1742239800,-85.0,10.0
tinovi-01,1742239800,-80.0,8.8
tinovi-02,1742239800,-71.0,9.6
tinovi-03,1742239800,-85.0,8.9
tinovi-04,1742239800,-75.0,8.8
tinovi-05,1742239800,-81.0,9.3
tinovi-06,1742239800,-78.0,8.8
milesight-01,1742240700,-86.5,8.5
milesight-02,1742240700,-80.0,7.5
tinovi-01,1742240700,-81.0,10.3
tinovi-02,1742240700,-73.0,10.3
tinovi-03,1742240700,-84.0,8.8
tinovi-04,1742240700,-74.5,7.3
tinovi-05,1742240700,-79.0,8.1
tinovi-06,1742240700,-78.5,8.3
milesight-01,1742241600,-87.0,9.8
milesight-02,1742241600,-80.0,9.3
tinovi-01,1742241600,-84.5,9.4
tinovi-02,1742241600,-71.5,8.6
tinovi-03,1742241600,-85.5,8.5
tinovi-04,1742241600,-75.0,9.0
tinovi-05,1742241600,-81.0,9.5
tinovi-06,1742241600,-79.0,8.3
milesight-01,1742242500,-80.5,9.9
milesight-02,1742242500,-88.0,8.8
tinovi-01,1742242500,-81.0,10.0
tinovi-02,1742242500,-69.0,9.3
tinovi-03,1742242500,-85.0,9.8
tinovi-04,1742242500,-76.5,9.0
tinovi-05,1742242500,-78.5,8.6
tinovi-06,1742242500,-80.5,7.8
milesight-01,1742243400,-81.0,10.0
milesight-02,1742243400,-85.0,9.0
tinovi-01,1742243400,-83.0,8.9
tinovi-02,1742243400,-71.0,9.0
tinovi-03,1742243400,-82.0,8.1
tinovi-04,1742243400,-75.0,9.0
tinovi-05,1742243400,-78.0,8.3
tinovi-06,1742243400,-79.0,10.0
milesight-01,1742244300,-87.0,8.6
milesight-02,1742244300,-88.5,7.5
tinovi-01,1742244300,-76.0,9.3
tinovi-02,1742244300,-73.0,9.3
tinovi-03,1742244300,-86.0,10.3
tinovi-04,1742244300,-74.0,8.1
tinovi-05,1742244300,-83.0,9.3
tinovi-06,1742244300,-77.0,7.6
milesight-01,1742245200,-88.0,8.5
milesight-02,1742245200,-84.0,9.3
tinovi-01,1742245200,-82.0,8.3
tinovi-02,1742245200,-70.0,9.5
tinovi-03,1742245200,-82.5,9.6
tinovi-04,1742245200,-77.0,9.8
tinovi-05,1742245200,-81.0,7.0
tinovi-06,1742245200,-83.0,9.8
milesight-01,1742246100,-77.0,8.4
milesight-02,1742246100,-82.5,9.4
tinovi-01,1742246100,-83.0,10.3
tinovi-02,1742246100,-73.0,7.0
tinovi-03,1742246100,-85.0,6.5
tinovi-04,1742246100,-74.5,7.9
tinovi-05,1742246100,-80.5,9.0
tinovi-06,1742246100,-80.0,9.0
milesight-01,1742247000,-83.0,10.0
milesight-02,1742247000,-89.0,9.3
tinovi-01,1742247000,-82.0,10.1
tinovi-02,1742247000,-71.0,9.0
tinovi-03,1742247000,-85.5,10.0
tinovi-04,1742247000,-77.0,9.5
tinovi-05,1742247000,-79.0,9.0
tinovi-06,1742247000,-81.0,7.0
milesight-01,1742247900,-83.5,8.9
milesight-02,1742247900,-84.5,9.3
tinovi-01,1742247900,-81.0,8.3
tinovi-02,1742247900,-69.0,6.0
tinovi-03,1742247900,-85.0,7.5
tinovi-04,1742247900,-76.0,9.6
tinovi-05,1742247900,-79.5,8.9
tinovi-06,1742247900,-79.5,8.9
milesight-01,1742248800,-91.0,9.5
milesight-02,1742248800,-83.0,10.0
tinovi-01,1742248800,-80.0,9.5
tinovi-02,1742248800,-71.0,10.0
tinovi-03,1742248800,-84.5,9.4
tinovi-04,1742248800,-75.0,6.8
tinovi-05,1742248800,-83.0,9.0
tinovi-06,1742248800,-79.0,6.8
milesight-01,1742249700,-80.0,10.1
milesight-02,1742249700,-80.5,9.3
tinovi-01,1742249700,-83.0,7.8
tinovi-02,1742249700,-71.0,9.0
tinovi-03,1742249700,-86.0,9.8
tinovi-04,1742249700,-75.0,9.5
tinovi-05,1742249700,-82.0,8.9
tinovi-06,1742249700,-80.0,9.5
milesight-01,1742250600,-79.0,9.3
milesight-02,1742250600,-81.0,8.8
tinovi-01,1742250600,-81.0,9.6
tinovi-02,1742250600,-73.0,8.6
tinovi-03,1742250600,-85.5,8.0
tinovi-04,1742250600,-75.0,7.0
tinovi-05,1742250600,-80.0,10.3
tinovi-06,1742250600,-81.0,9.8
milesight-01,1742251500,-82.5,9.6
milesight-02,1742251500,-84.5,8.4
tinovi-01,1742251500,-85.0,9.8
tinovi-02,1742251500,-73.0,10.0
tinovi-03,1742251500,-87.0,10.8
tinovi-04,1742251500,-75.0,9.4
tinovi-05,1742251500,-79.0,8.8
tinovi-06,1742251500,-80.0,7.8
milesight-01,1742252400,-89.0,10.0
milesight-02,1742252400,-84.0,10.0
tinovi-01,1742252400,-82.0,9.0
tinovi-02,1742252400,-68.0,7.9
tinovi-03,1742252400,-85.0,8.0
tinovi-04,1742252400,-75.0,9.3
tinovi-05,1742252400,-79.0,10.3
tinovi-06,1742252400,-79.0,8.8
milesight-01,1742253300,-82.0,8.9
milesight-02,1742253300,-83.0,9.9
tinovi-01,1742253300,-81.0,9.0
tinovi-02,1742253300,-69.0,8.3
tinovi-03,1742253300,-84.0,9.5
tinovi-04,1742253300,-73.5,7.5
tinovi-05,1742253300,-81.5,8.8
tinovi-06,1742253300,-78.5,8.3
milesight-01,1742254200,-79.0,9.8
milesight-02,1742254200,-85.0,11.0
tinovi-01,1742254200,-79.5,9.1
tinovi-02,1742254200,-71.0,9.3
tinovi-03,1742254200,-85.5,8.8
tinovi-04,1742254200,-77.0,9.5
tinovi-05,1742254200,-79.0,8.8
tinovi-06,1742254200,-80.0,10.0
milesight-01,1742255100,-79.5,9.5
milesight-02,1742255100,-83.0,9.9
tinovi-01,1742255100,-81.0,9.0
tinovi-02,1742255100,-67.0,9.3
tinovi-03,1742255100,-87.0,9.3
tinovi-04,1742255100,-75.0,8.3
tinovi-05,1742255100,-80.0,8.5
tinovi-06,1742255100,-79.5,8.5
milesight-01,1742256000,-87.0,10.0
milesight-02,1742256000,-83.0,9.3
tinovi-01,1742256000,-81.0,9.8
tinovi-02,1742256000,-70.0,8.1
tinovi-03,1742256000,-87.0,8.3
tinovi-04,1742256000,-75.0,9.0
tinovi-05,1742256000,-80.0,9.5
tinovi-06,1742256000,-81.0,9.0
milesight-01,1742256900,-82.0,9.4
milesight-02,1742256900,-82.0,8.9
tinovi-01,1742256900,-79.0,9.5
tinovi-02,1742256900,-69.0,9.0
tinovi-03,1742256900,-84.0,8.5
tinovi-04,1742256900,-75.0,9.5
tinovi-05,1742256900,-80.5,9.4
tinovi-06,1742256900,-79.5,7.5
milesight-01,1742257800,-76.0,9.8
milesight-02,1742257800,-83.0,9.5
tinovi-01,1742257800,-82.5,9.4
tinovi-02,1742257800,-67.5,8.3
tinovi-03,1742257800,-85.0,7.9
tinovi-04,1742257800,-74.0,9.0
tinovi-05,1742257800,-77.0,8.3
tinovi-06,1742257800,-77.0,8.5
milesight-01,1742258700,-81.5,8.4
milesight-02,1742258700,-83.0,9.3
tinovi-01,1742258700,-78.0,8.5
tinovi-02,1742258700,-71.0,8.8
tinovi-03,1742258700,-86.0,9.5
tinovi-04,1742258700,-74.0,7.0
tinovi-05,1742258700,-81.0,9.4
tinovi-06,1742258700,-78.5,7.4
milesight-01,1742259600,-81.0,6.8
milesight-02,1742259600,-85.0,8.0
tinovi-01,1742259600,-79.5,8.9
tinovi-02,1742259600,-69.5,9.8
tinovi-04,1742259600,-76.0,9.1
tinovi-05,1742259600,-81.0,7.5
tinovi-06,1742259600,-80.0,8.8
milesight-01,1742260500,-77.5,8.6
milesight-02,1742260500,-78.5,9.5
tinovi-01,1742260500,-83.0,9.5
tinovi-02,1742260500,-72.0,8.0
tinovi-03,1742260500,-83.5,8.1
tinovi-04,1742260500,-74.0,6.5
tinovi-05,1742260500,-80.5,9.9
tinovi-06,1742260500,-80.0,8.9
milesight-01,1742261400,-77.0,8.0
milesight-02,1742261400,-80.0,7.5
tinovi-01,1742261400,-80.5,10.0
tinovi-02,1742261400,-70.0,9.3
tinovi-03,1742261400,-84.0,9.3
tinovi-04,1742261400,-76.0,9.4
tinovi-05,1742261400,-81.0,10.5
tinovi-06,1742261400,-81.0,6.8
milesight-01,1742262300,-80.0,10.1
milesight-02,1742262300,-83.0,9.5
tinovi-01,1742262300,-81.0,7.8
tinovi-02,1742262300,-69.0,7.3
tinovi-03,1742262300,-85.5,8.1
tinovi-04,1742262300,-77.0,9.5
tinovi-05,1742262300,-77.0,9.0
tinovi-06,1742262300,-79.5,9.6
milesight-01,1742263200,-80.0,10.5
milesight-02,1742263200,-81.0,7.8
tinovi-01,1742263200,-83.0,10.0
tinovi-02,1742263200,-70.5,9.4
tinovi-03,1742263200,-85.0,8.5
tinovi-04,1742263200,-74.5,8.5
tinovi-05,1742263200,-83.0,10.0
tinovi-06,1742263200,-79.0,7.5
milesight-01,1742264100,-86.5,9.8
milesight-02,1742264100,-84.0,9.6
tinovi-01,1742264100,-80.0,7.8
tinovi-02,1742264100,-74.0,9.3
tinovi-03,1742264100,-85.5,8.9
tinovi-04,1742264100,-74.0,10.0
tinovi-05,1742264100,-79.5,8.5
tinovi-06,1742264100,-80.0,9.5
milesight-01,1742265000,-77.0,8.5
milesight-02,1742265000,-77.0,7.8
tinovi-01,1742265000,-79.5,9.1
tinovi-02,1742265000,-71.0,9.0
tinovi-03,1742265000,-86.0,10.0
tinovi-04,1742265000,-74.5,8.1
tinovi-05,1742265000,-80.0,9.0
tinovi-06,1742265000,-83.0,9.5
milesight-01,1742265900,-81.5,10.0
milesight-02,1742265900,-84.0,9.3
tinovi-01,1742265900,-81.0,9.5
tinovi-02,1742265900,-72.0,8.6
tinovi-03,1742265900,-84.5,8.3
tinovi-04,1742265900,-75.0,10.0
tinovi-05,1742265900,-79.5,9.1
tinovi-06,1742265900,-81.0,8.4
milesight-01,1742266800,-85.0,9.3
milesight-02,1742266800,-85.0,10.8
tinovi-01,1742266800,-81.0,8.4
tinovi-02,1742266800,-71.0,10.0
tinovi-03,1742266800,-85.0,9.8
tinovi-04,1742266800,-76.0,9.5
tinovi-05,1742266800,-80.0,10.5
tinovi-06,1742266800,-80.0,9.0
milesight-01,1742267700,-87.0,9.8
milesight-02,1742267700,-82.5,8.1
tinovi-01,1742267700,-81.0,9.0
tinovi-02,1742267700,-70.0,8.5
tinovi-03,1742267700,-82.5,8.5
tinovi-04,1742267700,-75.0,9.5
tinovi-05,1742267700,-81.0,8.9
tinovi-06,1742267700,-79.5,8.1
milesight-01,1742268600,-81.0,10.8
milesight-02,1742268600,-83.0,8.0
tinovi-01,1742268600,-81.5,8.5
tinovi-02,1742268600,-68.0,10.3
tinovi-03,1742268600,-87.0,9.8
tinovi-04,1742268600,-74.5,8.1
tinovi-05,1742268600,-80.0,8.5
tinovi-06,1742268600,-80.0,10.0
milesight-01,1742269500,-83.0,9.9
milesight-02,1742269500,-87.0,9.8
tinovi-01,1742269500,-79.0,8.5
tinovi-02,1742269500,-73.0,9.4
tinovi-03,1742269500,-84.0,8.8
tinovi-04,1742269500,-74.0,8.5
tinovi-05,1742269500,-79.5,8.6
tinovi-06,1742269500,-81.5,8.4
milesight-01,1742270400,-86.0,9.0
milesight-02,1742270400,-79.0,8.8
tinovi-01,1742270400,-85.0,9.4
tinovi-02,1742270400,-70.0,7.5
tinovi-03,1742270400,-86.0,7.3
tinovi-04,1742270400,-75.0,8.0
tinovi-05,1742270400,-80.0,9.0
tinovi-06,1742270400,-81.0,9.3
milesight-01,1742271300,-83.0,9.1
milesight-02,1742271300,-84.5,9.3
tinovi-01,1742271300,-81.0,10.0
tinovi-02,1742271300,-71.0,9.9
tinovi-03,1742271300,-83.0,9.3
tinovi-04,1742271300,-77.0,9.3
tinovi-05,1742271300,-77.5,9.5
tinovi-06,1742271300,-79.5,7.8
milesight-01,1742272200,-80.0,10.0
milesight-02,1742272200,-80.0,9.8
tinovi-01,1742272200,-81.0,8.3
tinovi-02,1742272200,-69.0,7.5
tinovi-03,1742272200,-83.0,8.3
tinovi-04,1742272200,-74.0,8.8
tinovi-05,1742272200,-78.0,8.0
tinovi-06,1742272200,-79.0,9.8
milesight-01,1742273100,-79.5,8.8
milesight-02,1742273100,-84.0,8.6
tinovi-01,1742273100,-80.0,9.3
tinovi-02,1742273100,-68.0,9.1
tinovi-03,1742273100,-84.0,9.0
tinovi-04,1742273100,-74.0,7.0
tinovi-05,1742273100,-81.5,9.9
tinovi-06,1742273100,-80.0,8.1
milesight-01,1742274000,-81.0,7.5
milesight-02,1742274000,-81.0,9.3
tinovi-01,1742274000,-80.5,8.4
tinovi-02,1742274000,-72.0,9.5
tinovi-03,1742274000,-85.0,8.5
tinovi-04,1742274000,-74.5,9.5
tinovi-05,1742274000,-80.0,7.0
tinovi-06,1742274000,-81.0,9.5
milesight-01,1742274900,-86.0,9.6
milesight-02,1742274900,-85.0,7.6
tinovi-01,1742274900,-85.0,10.0
tinovi-02,1742274900,-71.5,8.5
tinovi-03,1742274900,-85.0,8.5
tinovi-04,1742274900,-75.0,7.0
tinovi-05,1742274900,-79.5,9.4
tinovi-06,1742274900,-80.0,8.6
milesight-01,1742275800,-78.0,10.8
milesight-02,1742275800,-80.0,9.8
tinovi-01,1742275800,-81.0,9.6
tinovi-02,1742275800,-69.0,9.5
tinovi-03,1742275800,-87.0,9.8
tinovi-04,1742275800,-74.5,8.6
tinovi-05,1742275800,-80.0,9.8
tinovi-06,1742275800,-79.0,6.5
milesight-01,1742276700,-78.5,8.1
milesight-02,1742276700,-82.0,8.6
tinovi-01,1742276700,-79.0,7.8
tinovi-02,1742276700,-71.0,8.5
tinovi-03,1742276700,-83.5,8.0
tinovi-04,1742276700,-75.0,7.8
tinovi-05,1742276700,-77.5,9.0
tinovi-06,1742276700,-79.0,9.4
milesight-01,1742277600,-78.0,9.3
milesight-02,1742277600,-80.0,7.5
tinovi-01,1742277600,-83.0,10.0
tinovi-02,1742277600,-71.0,9.8
tinovi-03,1742277600,-85.0,9.3
tinovi-04,1742277600,-73.5,8.1
tinovi-05,1742277600,-83.0,9.3
tinovi-06,1742277600,-78.0,7.3
milesight-01,1742278500,-78.0,8.5
milesight-02,1742278500,-82.0,10.3
tinovi-01,1742278500,-80.0,8.0
tinovi-02,1742278500,-69.5,9.0
tinovi-03,1742278500,-85.5,8.9
tinovi-04,1742278500,-77.0,9.5
tinovi-05,1742278500,-81.0,8.6
tinovi-06,1742278500,-80.0,8.6
milesight-01,1742279400,-83.0,10.5
milesight-02,1742279400,-80.0,9.3
tinovi-01,1742279400,-81.0,9.8
tinovi-02,1742279400,-73.0,9.3
tinovi-03,1742279400,-84.0,9.0
tinovi-04,1742279400,-74.5,8.0
tinovi-05,1742279400,-78.0,9.3
tinovi-06,1742279400,-83.0,10.0
milesight-01,1742280300,-76.5,9.5
milesight-02,1742280300,-80.5,9.6
tinovi-01,1742280300,-80.5,9.3
tinovi-02,1742280300,-71.0,8.8
tinovi-03,1742280300,-85.0,7.9
tinovi-04,1742280300,-74.0,8.5
tinovi-05,1742280300,-81.0,9.5
tinovi-06,1742280300,-80.5,8.0
milesight-01,1742281200,-79.0,9.0
milesight-02,1742281200,-85.0,9.8
tinovi-01,1742281200,-83.0,10.3
tinovi-02,1742281200,-68.0,8.8
tinovi-03,1742281200,-83.0,9.0
tinovi-04,1742281200,-77.0,9.1
tinovi-05,1742281200,-80.0,9.5
tinovi-06,1742281200,-79.0,9.0
milesight-01,1742282100,-78.5,7.4
milesight-02,1742282100,-79.5,8.8
tinovi-01,1742282100,-82.0,9.1
tinovi-02,1742282100,-67.5,7.9
tinovi-03,1742282100,-82.0,8.0
tinovi-04,1742282100,-73.0,8.0
tinovi-05,1742282100,-76.0,8.0
tinovi-06,1742282100,-80.0,9.0
milesight-01,1742283000,-86.0,10.0
milesight-02,1742283000,-87.0,9.5
tinovi-01,1742283000,-85.0,10.3
tinovi-02,1742283000,-68.0,9.0
tinovi-03,1742283000,-84.0,8.8
tinovi-04,1742283000,-76.0,8.5
tinovi-05,1742283000,-82.0,9.9
tinovi-06,1742283000,-79.0,8.3
milesight-01,1742283900,-79.5,9.6
milesight-02,1742283900,-81.0,9.5
tinovi-01,1742283900,-83.5,8.6
tinovi-02,1742283900,-71.0,9.0
tinovi-03,1742283900,-84.0,9.5
tinovi-04,1742283900,-75.0,8.8
tinovi-05,1742283900,-80.0,7.5
tinovi-06,1742283900,-80.0,8.8
milesight-01,1742284800,-78.0,9.3
milesight-02,1742284800,-79.0,9.0
tinovi-01,1742284800,-86.0,10.0
tinovi-02,1742284800,-69.0,7.3
tinovi-03,1742284800,-83.0,7.8
tinovi-04,1742284800,-75.0,8.3
tinovi-05,1742284800,-79.5,9.3
tinovi-06,1742284800,-80.5,9.9
milesight-01,1742285700,-82.0,7.4
milesight-02,1742285700,-84.0,9.3
tinovi-01,1742285700,-84.5,9.9
tinovi-02,1742285700,-70.0,9.9
tinovi-03,1742285700,-84.0,9.0
tinovi-04,1742285700,-73.0,9.3
tinovi-05,1742285700,-83.0,11.3
tinovi-06,1742285700,-79.0,7.3
milesight-01,1742286600,-89.0,9.0
milesight-02,1742286600,-83.0,9.5
tinovi-01,1742286600,-81.0,8.0
tinovi-02,1742286600,-69.0,6.8
tinovi-03,1742286600,-84.0,7.5
tinovi-04,1742286600,-75.5,9.0
tinovi-05,1742286600,-79.0,8.6
tinovi-06,1742286600,-79.0,9.3
milesight-01,1742287500,-79.5,8.6
milesight-02,1742287500,-80.5,10.5
tinovi-01,1742287500,-81.0,9.6
tinovi-02,1742287500,-68.0,9.9
tinovi-03,1742287500,-85.5,9.9
tinovi-04,1742287500,-75.0,7.5
tinovi-05,1742287500,-83.0,10.5
tinovi-06,1742287500,-78.0,7.3
milesight-01,1742288400,-83.0,9.5
milesight-02,1742288400,-80.0,10.0
tinovi-01,1742288400,-84.0,8.3
tinovi-02,1742288400,-71.0,9.3
tinovi-03,1742288400,-83.0,9.8
tinovi-04,1742288400,-76.0,9.3
tinovi-05,1742288400,-80.5,8.8
tinovi-06,1742288400,-80.0,8.9
milesight-01,1742289300,-82.5,9.6
milesight-02,1742289300,-86.0,8.9
tinovi-01,1742289300,-84.5,9.5
tinovi-02,1742289300,-72.0,8.5
tinovi-03,1742289300,-82.0,8.8
tinovi-04,1742289300,-74.0,7.0
tinovi-05,1742289300,-81.0,10.3
tinovi-06,1742289300,-81.0,9.5
milesight-01,1742290200,-87.0,9.0
milesight-02,1742290200,-78.0,9.8
tinovi-01,1742290200,-80.0,9.0
tinovi-02,1742290200,-68.0,8.8
tinovi-03,1742290200,-85.0,9.8
tinovi-04,1742290200,-74.5,8.8
tinovi-05,1742290200,-80.0,9.4
tinovi-06,1742290200,-80.5,8.6
milesight-01,1742291100,-76.5,9.6
milesight-02,1742291100,-83.0,9.6
tinovi-01,1742291100,-80.5,8.5
tinovi-02,1742291100,-68.0,7.9
tinovi-03,1742291100,-84.0,7.9
tinovi-04,1742291100,-75.0,8.8
tinovi-05,1742291100,-77.0,9.8
tinovi-06,1742291100,-80.0,9.3
milesight-01,1742292000,-80.0,9.5
milesight-02,1742292000,-81.0,10.3
tinovi-01,1742292000,-83.0,10.0
tinovi-02,1742292000,-71.0,9.5
tinovi-03,1742292000,-81.0,9.0
tinovi-04,1742292000,-74.5,8.8
tinovi-05,1742292000,-80.0,9.4
tinovi-06,1742292000,-79.0,8.4
milesight-01,1742292900,-86.5,8.8
